ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
96019,58.1%,$,"1 69,800,760",97.1%,$,"1 07,424,783",47.8%,$,"5 4,489,216",65.6%,$,"3 6,869,031",$,"2 2,265,798"
96028,41.5%,$,"5 6,632,538",89.1%,$,"4 0,023,584",186.6%,$,"2 1,163,378",56.5%,$,"7 ,384,553",$,"4 ,717,507"
96033,70.6%,$,"2 1,339,436",96.1%,$,"1 2,509,282",33.6%,$,"6 ,377,736",74.4%,$,"4 ,774,683",$,"2 ,737,951"
96040,69.8%,$,"1 5,064,159",96.6%,$,"8 ,873,089",40.3%,$,"4 ,513,597",-1.1%,$,"3 ,217,611",$,"3 ,254,508"
96047,37.5%,$,"5 2,791,618",69.9%,$,"3 8,391,229",7.1%,$,"2 2,598,557",82.7%,$,"2 1,097,731",$,"1 1,550,678"
96051,22.6%,$,"1 64,674,852",55.8%,$,"1 34,303,531",13.9%,$,"8 6,226,636",30.3%,$,"7 5,699,489",$,"5 8,102,876"
96059,-100.0%,$,-,29.5%,$,"2 7,882,834",0.0%,$,"2 1,535,629",0.0%,$,-,$,-
96062,44.9%,$,"4 6,206,452",38.9%,$,"3 1,895,186",15.4%,$,"2 2,961,570",41.5%,$,"1 9,890,439",$,"1 4,056,158"
96065,23.0%,$,"5 1,897,249",16.2%,$,"4 2,177,285",16.7%,$,"3 6,294,250",48.4%,$,"3 1,088,033",$,"2 0,950,385"
96069,29.2%,$,"5 5,392,271",37.2%,$,"4 2,866,574",8.7%,$,"3 1,254,591",19.4%,$,"2 8,761,176",$,"2 4,097,161"
96071,13.5%,$,"3 1,637,628",23.9%,$,"2 7,881,543",13.8%,$,"2 2,511,920",49.9%,$,"1 9,784,564",$,"1 3,197,920"
96073,30.9%,$,"1 08,622,205",47.6%,$,"8 2,975,297",38.7%,$,"5 6,222,931",27.9%,$,"4 0,538,098",$,"3 1,697,868"
96076,-7.5%,$,"8 ,647,011",15.0%,$,"9 ,352,715",25.5%,$,"8 ,131,469",63.9%,$,"6 ,480,968",$,"3 ,953,356"
96087,114.0%,$,"4 1,707,757",45.0%,$,"1 9,487,035",130.5%,$,"1 3,436,204",173.4%,$,"5 ,829,275",$,"2 ,132,482"
96088,26.7%,$,"5 17,096,556",64.6%,$,"4 08,039,176",23.3%,$,"2 47,828,933",36.0%,$,"2 00,923,111",$,"1 47,790,494"
96089,0.0%,$,"2 ,636,213",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
96096,40.4%,$,"7 8,616,006",25.3%,$,"5 5,979,945",-8.6%,$,"4 4,669,256",44.4%,$,"4 8,882,839",$,"3 3,845,823"
95910,-1.4%,$,"6 ,847,571",12.3%,$,"6 ,944,077",4.6%,$,"6 ,184,880",14.3%,$,"5 ,914,080",$,"5 ,173,712"
95936,14.6%,$,"7 5,826,207",11.2%,$,"6 6,147,023",45.3%,$,"5 9,479,537",37.2%,$,"4 0,925,719",$,"2 9,831,693"
95944,34.2%,$,"6 ,864,676",28.1%,$,"5 ,116,466",4.2%,$,"3 ,992,992",27.4%,$,"3 ,833,546",$,"3 ,008,656"
96118,81.0%,$,"4 8,247,040",59.2%,$,"2 6,662,578",55.6%,$,"1 6,751,229",1.6%,$,"1 0,766,037",$,"1 0,596,434"
96124,43.3%,$,"5 9,892,055",27.0%,$,"4 1,803,480",38.3%,$,"3 2,924,082",35.1%,$,"2 3,812,529",$,"1 7,631,413"
96125,25.6%,$,"1 23,098,044",25.1%,$,"9 7,984,271",32.4%,$,"7 8,294,058",52.3%,$,"5 9,132,002",$,"3 8,817,507"
96126,52.0%,$,"4 1,488,164",105.6%,$,"2 7,299,165",30.6%,$,"1 3,280,709",156.6%,$,"1 0,166,416",$,"3 ,961,724"
95568,-33.8%,$,"2 ,822,211",52.5%,$,"4 ,263,735",30.9%,$,"2 ,795,175",133.8%,$,"2 ,134,762",$,"9 13,156"
96014,38.3%,$,"1 3,650,555",188.2%,$,"9 ,867,122",3.9%,$,"3 ,423,932",48.0%,$,"3 ,294,761",$,"2 ,226,352"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year o,ver Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
96023,72.9%,$,"8 ,163,661",11.6%,$,"4 ,722,954",11.5%,$,"4 ,233,210",149.9%,$,"3 ,795,313",$,"1 ,518,588"
96025,24.9%,$,"1 86,818,274",62.1%,$,"1 49,595,999",29.9%,$,"9 2,268,967",35.0%,$,"7 1,049,359",$,"5 2,645,937"
96027,78.7%,$,"7 2,847,345",80.0%,$,"4 0,768,874",3.9%,$,"2 2,650,949",120.0%,$,"2 1,794,686",$,"9 ,908,919"
96031,-46.5%,$,"2 ,915,881",3.0%,$,"5 ,450,334",0.7%,$,"5 ,290,053",31.2%,$,"5 ,252,990",$,"4 ,003,693"
96032,38.8%,$,"8 5,150,281",55.6%,$,"6 1,362,064",16.6%,$,"3 9,447,102",51.0%,$,"3 3,845,647",$,"2 2,417,809"
96034,16.8%,$,"4 ,929,515",13.4%,$,"4 ,221,829",33.3%,$,"3 ,722,654",44.3%,$,"2 ,793,293",$,"1 ,936,379"
96038,551.0%,$,"7 ,208,330",75.4%,$,"1 ,107,337",835.8%,$,"6 31,184",3.8%,$,"6 7,450",$,"6 5,000"
96039,38.2%,$,"4 1,559,059",35.7%,$,"3 0,070,591",17.9%,$,"2 2,156,985",-1.7%,$,"1 8,800,282",$,"1 9,118,023"
96044,54.9%,$,"2 2,531,975",84.7%,$,"1 4,545,904",24.3%,$,"7 ,874,569",45.2%,$,"6 ,333,766",$,"4 ,362,933"
96050,15.0%,$,"1 4,347,489",-5.0%,$,"1 2,481,002",-3.2%,$,"1 3,137,718",16.4%,$,"1 3,577,227",$,"1 1,668,337"
96057,56.2%,$,"1 36,014,445",46.3%,$,"8 7,068,107",31.7%,$,"5 9,513,005",36.6%,$,"4 5,196,173",$,"3 3,074,516"
96058,67.6%,$,"1 3,272,996",100.4%,$,"7 ,919,866",26.2%,$,"3 ,952,003",178.8%,$,"3 ,132,341",$,"1 ,123,311"
96064,85.0%,$,"7 7,165,625",41.3%,$,"4 1,703,893",177.3%,$,"2 9,516,676",98.9%,$,"1 0,644,759",$,"5 ,353,053"
96067,235.2%,$,"5 40,051,728",61.3%,$,"1 61,120,847",59.3%,$,"9 9,911,236",27.3%,$,"6 2,712,840",$,"4 9,282,164"
96085,19.5%,$,"5 ,852,611",-2.5%,$,"4 ,896,295",-9.3%,$,"5 ,022,762",65.1%,$,"5 ,540,627",$,"3 ,355,041"
96086,5.6%,$,"1 3,221,807",8.9%,$,"1 2,526,290",36.7%,$,"1 1,505,404",5.7%,$,"8 ,414,091",$,"7 ,962,054"
96094,138.4%,$,"2 43,290,342",114.1%,$,"1 02,068,816",80.6%,$,"4 7,683,885",72.1%,$,"2 6,405,568",$,"1 5,346,771"
96097,122.2%,$,"1 90,340,830",62.9%,$,"8 5,648,036",98.5%,$,"5 2,579,295",32.6%,$,"2 6,494,295",$,"1 9,978,088"
96134,39.7%,$,"3 ,752,870",77.7%,$,"2 ,686,441",-32.0%,$,"1 ,511,750",115.4%,$,"2 ,224,557",$,"1 ,032,714"
94510,253.0%,$,"6 0,294,786",156.0%,$,"1 7,079,848",33.8%,$,"6 ,672,380",50.8%,$,"4 ,987,882",$,"3 ,306,542"
94512,-2.6%,$,"4 40,500",8.3%,$,"4 52,296",16.6%,$,"4 17,803",33.2%,$,"3 58,308",$,"2 69,000"
94533,201.4%,$,"6 7,289,567",147.3%,$,"2 2,324,247",-20.3%,$,"9 ,028,888",21.1%,$,"1 1,329,024",$,"9 ,353,874"
94534,106.1%,$,"3 35,384,607",165.6%,$,"1 62,728,584",159.7%,$,"6 1,276,803",40.0%,$,"2 3,595,780",$,"1 6,858,175"
94571,548.6%,$,"1 1,146,752",86.1%,$,"1 ,718,686",207.4%,$,"9 23,616",-57.8%,$,"3 00,497",$,"7 12,244"
94585,73.1%,$,"2 2,528,460",119.1%,$,"1 3,012,340",26.8%,$,"5 ,938,858",-2.0%,$,"4 ,682,176",$,"4 ,779,917"
94589,63.4%,$,"2 2,908,680",209.2%,$,"1 4,020,444",-7.4%,$,"4 ,534,565",38.9%,$,"4 ,897,373",$,"3 ,524,599"
94590,32.1%,$,"5 7,704,841",119.4%,$,"4 3,677,790",8.4%,$,"1 9,904,246",3.8%,$,"1 8,364,477",$,"1 7,686,527"
94591,109.7%,$,"6 7,768,628",140.6%,$,"3 2,317,547",20.1%,$,"1 3,432,995",4.3%,$,"1 1,180,748",$,"1 0,721,043"
94592,0.0%,$,"4 ,905,460",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95620,426.8%,$,"8 ,922,427",0.0%,$,"1 ,693,800",-100.0%,$,-,-56.9%,$,"1 ,066,398",$,"2 ,476,179"
95687,333.5%,$,"2 4,717,723",138.3%,$,"5 ,702,512",55.1%,$,"2 ,392,967",-41.4%,$,"1 ,542,830",$,"2 ,634,727"
95688,164.3%,$,"1 59,545,071",136.2%,$,"6 0,360,912",71.9%,$,"2 5,551,383",79.4%,$,"1 4,861,187",$,"8 ,283,195"
94922,30.8%,$,"2 7,892,463",-8.1%,$,"2 1,319,642",23086.4%,$,"2 3,186,367",0.0%,$,"1 00,000",$,-
94923,78.1%,$,"6 2,323,775",36.5%,$,"3 4,994,119",72.4%,$,"2 5,638,215",19.6%,$,"1 4,871,151",$,"1 2,434,188"
94928,348.6%,$,"2 1,416,049",51.0%,$,"4 ,774,145",155.7%,$,"3 ,161,763",34.5%,$,"1 ,236,500",$,"9 19,200"
94931,262.5%,$,"1 2,796,287",1808.2%,$,"3 ,530,140",0.0%,$,"1 85,000",-100.0%,$,-,$,"8 80,000"
94951,64.2%,$,"7 6,292,498",73.3%,$,"4 6,475,881",96.8%,$,"2 6,824,310",320.0%,$,"1 3,631,896",$,"3 ,245,767"
94952,80.4%,$,"1 65,194,775",64.3%,$,"9 1,584,604",375.4%,$,"5 5,730,210",-2.1%,$,"1 1,723,198",$,"1 1,974,758"
94954,108.7%,$,"7 9,931,039",95.0%,$,"3 8,296,585",337.0%,$,"1 9,636,517",50.1%,$,"4 ,493,250",$,"2 ,992,800"
94972,-100.0%,$,-,0.0%,$,"1 ,110,000",0.0%,$,-,0.0%,$,-,$,-
95401,93.4%,$,"4 6,142,277",157.2%,$,"2 3,858,093",33.3%,$,"9 ,277,005",408.6%,$,"6 ,959,981",$,"1 ,368,377"
95403,105.1%,$,"3 63,694,348",53.1%,$,"1 77,330,274",89.1%,$,"1 15,860,757",201.6%,$,"6 1,255,349",$,"2 0,307,958"
95404,61.7%,$,"1 ,388,148,505",47.4%,$,"8 58,457,987",127.0%,$,"5 82,296,602",68.5%,$,"2 56,462,019",$,"1 52,160,399"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95405,233.6%,$,"1 46,521,514",246.1%,$,"4 3,920,636",36.4%,$,"1 2,690,130",212.4%,$,"9 ,304,922",$,"2 ,978,567"
95407,193.2%,$,"8 6,672,110",157.3%,$,"2 9,556,773",5.6%,$,"1 1,487,045",58.6%,$,"1 0,881,050",$,"6 ,859,981"
95409,132.9%,$,"5 23,817,999",103.4%,$,"2 24,909,878",188.3%,$,"1 10,566,527",59.5%,$,"3 8,350,398",$,"2 4,044,539"
95412,-16.2%,$,"2 1,722,524",13.3%,$,"2 5,914,799",131.3%,$,"2 2,868,391",63.6%,$,"9 ,888,342",$,"6 ,043,268"
95419,0.0%,$,"2 6,152,961",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95421,67.8%,$,"2 07,481,534",26.6%,$,"1 23,678,210",111.6%,$,"9 7,701,029",57.1%,$,"4 6,165,833",$,"2 9,382,812"
95425,54.8%,$,"3 44,903,795",51.4%,$,"2 22,751,841",58.6%,$,"1 47,151,397",62.6%,$,"9 2,787,625",$,"5 7,060,610"
95436,42.0%,$,"2 32,185,980",50.3%,$,"1 63,557,554",160.6%,$,"1 08,836,330",72.5%,$,"4 1,767,433",$,"2 4,214,333"
95439,0.0%,$,"1 ,677,243",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95441,11.5%,$,"1 99,586,820",31.6%,$,"1 78,985,434",115.2%,$,"1 35,980,940",68.3%,$,"6 3,174,067",$,"3 7,545,587"
95442,53.3%,$,"4 33,112,728",55.1%,$,"2 82,569,119",231.8%,$,"1 82,166,020",39.1%,$,"5 4,898,322",$,"3 9,453,046"
95444,49.3%,$,"1 ,953,652",733.4%,$,"1 ,308,400",423.3%,$,"1 57,000",0.0%,$,"3 0,000",$,-
95446,50.6%,$,"7 25,073,715",106.1%,$,"4 81,375,932",143.3%,$,"2 33,574,623",110.0%,$,"9 6,003,922",$,"4 5,726,373"
95448,34.9%,$,"8 89,664,385",30.8%,$,"6 59,389,994",106.7%,$,"5 04,207,053",57.0%,$,"2 43,889,517",$,"1 55,369,777"
95450,7.3%,$,"1 05,485,494",29.1%,$,"9 8,346,799",101.1%,$,"7 6,172,403",37.7%,$,"3 7,873,481",$,"2 7,510,687"
95452,73.4%,$,"1 50,672,189",59.3%,$,"8 6,881,765",475.3%,$,"5 4,555,282",44.7%,$,"9 ,483,450",$,"6 ,555,065"
95462,41.2%,$,"1 59,704,280",70.3%,$,"1 13,082,964",102.0%,$,"6 6,398,678",70.7%,$,"3 2,865,158",$,"1 9,256,322"
95465,25.4%,$,"1 54,384,579",49.6%,$,"1 23,137,831",161.8%,$,"8 2,293,868",170.9%,$,"3 1,433,443",$,"1 1,602,344"
95471,0.0%,$,"2 1,783,610",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95472,53.4%,$,"4 20,354,630",67.5%,$,"2 73,981,384",100.4%,$,"1 63,572,145",105.7%,$,"8 1,606,719",$,"3 9,674,749"
95476,99.8%,$,"7 97,103,426",59.5%,$,"3 99,001,416",226.0%,$,"2 50,159,280",75.1%,$,"7 6,740,330",$,"4 3,832,939"
95492,142.5%,$,"1 37,212,032",74.3%,$,"5 6,572,603",48.3%,$,"3 2,448,406",73.8%,$,"2 1,881,042",$,"1 2,588,376"
95497,100.9%,$,"3 31,489,672",56.3%,$,"1 64,965,407",92.7%,$,"1 05,533,820",45.5%,$,"5 4,762,165",$,"3 7,649,775"
95307,395.8%,$,"1 9,269,061",14.5%,$,"3 ,886,481",30.4%,$,"3 ,394,541",-8.6%,$,"2 ,602,706",$,"2 ,848,964"
95313,0.0%,$,"2 20,000",0.0%,$,"2 20,000",-50.6%,$,"2 20,000",-0.2%,$,"4 45,000",$,"4 45,999"
95316,0.0%,$,"6 ,411,150",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95319,0.0%,$,"2 ,199,849",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95323,7.3%,$,"9 81,707",7.7%,$,"9 14,836",231.6%,$,"8 49,104",5.5%,$,"2 56,081",$,"2 42,762"
95326,179.0%,$,"2 5,445,495",0.3%,$,"9 ,120,158",1271.3%,$,"9 ,088,636",-46.7%,$,"6 62,764",$,"1 ,244,297"
95328,0.0%,$,"3 ,146,220",0.0%,$,-,0.0%,$,-,-100.0%,$,-,$,"3 28,480"
95350,141.6%,$,"2 6,982,280",363.2%,$,"1 1,169,806",-25.8%,$,"2 ,411,264",32.4%,$,"3 ,249,961",$,"2 ,453,878"
95351,224.3%,$,"4 0,874,694",71.5%,$,"1 2,605,243",111.6%,$,"7 ,348,210",-24.7%,$,"3 ,473,442",$,"4 ,610,439"
95354,351.2%,$,"1 2,836,665",-4.5%,$,"2 ,844,825",-36.2%,$,"2 ,977,347",46.7%,$,"4 ,663,995",$,"3 ,178,473"
95355,156.4%,$,"3 1,191,215",308.2%,$,"1 2,163,927",-9.2%,$,"2 ,980,078",-11.7%,$,"3 ,283,813",$,"3 ,716,837"
95356,292.2%,$,"1 4,406,011",123.4%,$,"3 ,673,050",6.8%,$,"1 ,643,931",280.8%,$,"1 ,539,571",$,"4 04,275"
95357,77.9%,$,"7 ,732,719",20.1%,$,"4 ,347,154",112.1%,$,"3 ,620,432",-8.8%,$,"1 ,706,574",$,"1 ,872,187"
95358,166.9%,$,"2 8,406,805",106.0%,$,"1 0,641,622",16.6%,$,"5 ,166,629",75.6%,$,"4 ,432,122",$,"2 ,524,141"
95360,89.0%,$,"5 ,368,220",165.2%,$,"2 ,840,393",-42.7%,$,"1 ,070,978",147.7%,$,"1 ,869,680",$,"7 54,832"
95361,22.7%,$,"4 1,198,861",62.3%,$,"3 3,577,831",7.3%,$,"2 0,687,014",116.2%,$,"1 9,279,135",$,"8 ,915,823"
95363,208.4%,$,"3 6,345,145",238.5%,$,"1 1,786,555",500.6%,$,"3 ,481,618",15.9%,$,"5 79,650",$,"5 00,000"
95367,1983.5%,$,"8 ,945,374",0.0%,$,"4 29,350",-100.0%,$,-,45.5%,$,"5 09,350",$,"3 50,000"
95368,417.5%,$,"7 ,349,467",0.0%,$,"1 ,420,100",0.0%,$,-,0.0%,$,-,$,-
95380,35.9%,$,"2 2,976,499",273.1%,$,"1 6,902,434",23.6%,$,"4 ,530,428",93.4%,$,"3 ,664,870",$,"1 ,895,429"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95382,583.9%,$,"8 ,963,707",-57.3%,$,"1 ,310,765",94.3%,$,"3 ,067,446",60.9%,$,"1 ,578,344",$,"9 81,079"
95385,155.6%,$,"2 ,412,013",5.1%,$,"9 43,627",0.0%,$,"8 97,700",0.0%,$,-,$,-
95386,179.1%,$,"2 ,843,865",31.1%,$,"1 ,019,000",-53.1%,$,"7 77,026",72.2%,$,"1 ,658,058",$,"9 62,600"
95645,166.2%,$,"6 62,500",-91.7%,$,"2 48,900",0.0%,$,"3 ,001,289",0.0%,$,-,$,-
95659,0.0%,$,-,-100.0%,$,-,-22.4%,$,"1 ,486,600",0.0%,$,"1 ,915,600",$,-
95668,1545.3%,$,"2 ,688,440",0.0%,$,"1 63,400",0.0%,$,-,0.0%,$,-,$,-
95674,166.8%,$,"2 ,509,438",296.8%,$,"9 40,406",6.2%,$,"2 37,002",5.7%,$,"2 23,258",$,"2 11,270"
95953,11.6%,$,"8 ,495,169",-11.4%,$,"7 ,613,688",24.4%,$,"8 ,593,388",7.9%,$,"6 ,910,542",$,"6 ,404,063"
95957,7.0%,$,"4 02,835",-66.7%,$,"3 76,365",5.0%,$,"1 ,129,399",26.3%,$,"1 ,076,000",$,"8 52,000"
95982,-75.7%,$,"6 31,250",46.4%,$,"2 ,601,665",0.0%,$,"1 ,776,500",0.0%,$,-,$,-
95991,885.2%,$,"2 7,101,706",2.8%,$,"2 ,750,758",-51.3%,$,"2 ,676,774",212.5%,$,"5 ,500,271",$,"1 ,760,145"
95993,5131.5%,$,"1 1,427,550",6.8%,$,"2 18,437",9.8%,$,"2 04,530",-89.3%,$,"1 86,292",$,"1 ,746,007"
96021,64.4%,$,"9 0,826,091",98.4%,$,"5 5,240,988",217.7%,$,"2 7,847,236",123.0%,$,"8 ,765,222",$,"3 ,931,009"
96022,45.4%,$,"3 68,707,764",79.5%,$,"2 53,502,199",47.5%,$,"1 41,217,529",31.4%,$,"9 5,773,020",$,"7 2,898,719"
96035,1773.9%,$,"7 ,236,647",-70.1%,$,"3 86,181",0.0%,$,"1 ,290,250",0.0%,$,-,$,-
96055,189.7%,$,"1 1,538,308",371.2%,$,"3 ,982,869",-31.9%,$,"8 45,262",981.3%,$,"1 ,241,308",$,"1 14,800"
96059,0.0%,$,"4 5,594,860",0.0%,$,-,-100.0%,$,-,14.5%,$,"1 6,338,975",$,"1 4,271,458"
96061,17.0%,$,"4 1,368,006",40.2%,$,"3 5,367,732",36.9%,$,"2 5,226,203",18.8%,$,"1 8,424,907",$,"1 5,508,260"
96075,31.9%,$,"1 6,744,801",43.7%,$,"1 2,697,351",10.4%,$,"8 ,837,735",53.1%,$,"8 ,002,499",$,"5 ,227,024"
96080,41.5%,$,"2 34,845,433",92.6%,$,"1 66,010,455",15.0%,$,"8 6,188,596",53.1%,$,"7 4,933,757",$,"4 8,943,846"
95526,-8.9%,$,"2 7,865,683",29.3%,$,"3 0,599,197",8.5%,$,"2 3,667,940",46.2%,$,"2 1,811,240",$,"1 4,923,525"
95527,8.0%,$,"4 0,017,247",26.0%,$,"3 7,064,450",8.0%,$,"2 9,421,760",42.2%,$,"2 7,243,761",$,"1 9,160,274"
95552,7.0%,$,"2 6,080,383",15.6%,$,"2 4,373,565",20.9%,$,"2 1,085,676",44.8%,$,"1 7,435,972",$,"1 2,044,108"
95563,35.3%,$,"9 7,993,572",6.0%,$,"7 2,425,531",5.5%,$,"6 8,299,494",41.2%,$,"6 4,715,584",$,"4 5,835,521"
95595,47.5%,$,"6 ,038,826",-26.4%,$,"4 ,093,275",-17.7%,$,"5 ,562,475",35.5%,$,"6 ,762,494",$,"4 ,992,407"
96010,38.5%,$,"1 3,959,066",4.9%,$,"1 0,077,798",17.7%,$,"9 ,610,535",37.0%,$,"8 ,164,151",$,"5 ,958,809"
96024,25.4%,$,"8 6,320,550",26.5%,$,"6 8,844,875",4.0%,$,"5 4,426,584",36.1%,$,"5 2,319,482",$,"3 8,446,437"
96041,16.2%,$,"6 2,422,416",19.6%,$,"5 3,739,524",6.1%,$,"4 4,938,685",37.5%,$,"4 2,371,779",$,"3 0,820,988"
96046,-25.9%,$,"6 ,443,902",-4.5%,$,"8 ,693,776",-8.7%,$,"9 ,098,780",85.4%,$,"9 ,971,146",$,"5 ,377,750"
96048,34.0%,$,"3 2,402,878",21.6%,$,"2 4,189,394",-5.1%,$,"1 9,899,215",34.5%,$,"2 0,962,558",$,"1 5,587,737"
96052,20.2%,$,"1 06,306,984",25.3%,$,"8 8,448,826",16.7%,$,"7 0,615,820",16.2%,$,"6 0,493,397",$,"5 2,051,688"
96091,40.9%,$,"1 52,349,968",12.9%,$,"1 08,110,310",11.2%,$,"9 5,767,870",21.3%,$,"8 6,155,924",$,"7 1,016,855"
96093,42.6%,$,"1 01,534,269",90.4%,$,"7 1,197,521",32.1%,$,"3 7,387,136",86.9%,$,"2 8,296,133",$,"1 5,135,951"
93201,0.0%,$,"2 ,922,804",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93207,8.3%,$,"8 5,038,657",25.0%,$,"7 8,511,975",26.7%,$,"6 2,802,042",54.3%,$,"4 9,549,521",$,"3 2,112,608"
93208,0.0%,$,"2 4,890,218",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93218,0.0%,$,"1 ,527,685",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93219,81.0%,$,"3 ,505,012",42.6%,$,"1 ,936,107",-21.9%,$,"1 ,357,800",27.6%,$,"1 ,738,733",$,"1 ,362,428"
93221,634.9%,$,"2 7,788,041",73.8%,$,"3 ,781,415",18.8%,$,"2 ,176,143",95.3%,$,"1 ,832,400",$,"9 38,350"
93223,325.5%,$,"7 ,139,037",7.8%,$,"1 ,677,607",112.9%,$,"1 ,556,431",4.4%,$,"7 31,157",$,"7 00,419"
93235,294.6%,$,"1 ,092,447",8.0%,$,"2 76,840",6.6%,$,"2 56,395",6.3%,$,"2 40,472",$,"2 26,188"
93244,59.1%,$,"9 ,180,202",754.8%,$,"5 ,769,746",0.0%,$,"6 75,000",0.0%,$,-,$,-
93247,71.9%,$,"4 ,635,945",20.4%,$,"2 ,697,463",-14.6%,$,"2 ,240,343",105.5%,$,"2 ,623,478",$,"1 ,276,398"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93256,68.4%,$,"3 ,181,597",-27.8%,$,"1 ,888,910",79.1%,$,"2 ,616,117",34.1%,$,"1 ,460,592",$,"1 ,088,834"
93257,190.7%,$,"9 7,420,381",56.6%,$,"3 3,517,562",22.9%,$,"2 1,404,143",49.8%,$,"1 7,421,167",$,"1 1,632,136"
93260,9.5%,$,"1 05,509,280",16.2%,$,"9 6,324,484",33.9%,$,"8 2,896,222",51.6%,$,"6 1,912,181",$,"4 0,829,105"
93262,-48.4%,$,"3 ,497,768",18.1%,$,"6 ,780,831",148.5%,$,"5 ,739,376",80.8%,$,"2 ,310,030",$,"1 ,277,635"
93265,21.8%,$,"3 36,474,390",30.5%,$,"2 76,316,659",22.7%,$,"2 11,759,271",18.4%,$,"1 72,638,279",$,"1 45,766,437"
93267,107.7%,$,"5 ,356,245",-27.3%,$,"2 ,578,326",103.1%,$,"3 ,548,865",-0.5%,$,"1 ,747,067",$,"1 ,756,168"
93270,74.4%,$,"7 ,864,699",47.6%,$,"4 ,510,126",30.7%,$,"3 ,055,815",43.3%,$,"2 ,337,706",$,"1 ,630,781"
93271,27.5%,$,"4 27,946,476",113.6%,$,"3 35,576,381",69.9%,$,"1 57,073,361",154.3%,$,"9 2,437,671",$,"3 6,344,648"
93272,180.2%,$,"7 60,968",-30.6%,$,"2 71,590",62.6%,$,"3 91,195",5.2%,$,"2 40,630",$,"2 28,750"
93274,110.3%,$,"3 6,559,076",49.8%,$,"1 7,388,091",99.4%,$,"1 1,605,894",13.7%,$,"5 ,821,636",$,"5 ,120,457"
93277,102.1%,$,"1 7,146,829",12.8%,$,"8 ,486,056",257.2%,$,"7 ,522,355",-11.1%,$,"2 ,106,170",$,"2 ,368,551"
93286,102.4%,$,"2 0,212,667",-14.2%,$,"9 ,988,854",26.1%,$,"1 1,644,514",218.8%,$,"9 ,231,038",$,"2 ,895,144"
93291,292.6%,$,"4 3,961,075",25.9%,$,"1 1,196,320",308.3%,$,"8 ,891,252",176.5%,$,"2 ,177,411",$,"7 87,462"
93292,295.3%,$,"2 0,885,952",20.5%,$,"5 ,284,160",24.8%,$,"4 ,386,130",143.3%,$,"3 ,514,268",$,"1 ,444,394"
93603,6.1%,$,"2 9,030,109",10.3%,$,"2 7,349,002",50.7%,$,"2 4,802,438",66.4%,$,"1 6,458,130",$,"9 ,890,128"
