ZIP,exposure_Sep24,exposure_Sep23,exposure_Sep22,exposure_Sep21,exposure_Sep20,policies_Sep24,policies_Sep23,policies_Sep22,policies_Sep21,policies_Sep20
93268,37387123,10700882,8829459,7670701,8291068,81,36,34,35,42
93270,7864699,4510126,3055815,2337706,1630781,12,6,7,5,4
93271,427946476,335576381,157073361,92437671,36344648,574,483,252,169,79
93272,760968,271590,391195,240630,228750,3,1,2,1,1
93274,36559076,17388091,11605894,5821636,5120457,68,18,30,11,11
93276,266440,358793,58850,50000,0,3,2,1,1,0
93277,17146829,8486056,7522355,2106170,2368551,37,12,7,3,4
93280,10202007,6908224,1634036,1567603,1344406,22,16,8,9,8
93283,55385436,18871197,15130234,8239232,4917520,224,62,50,34,25
93285,252649227,223061409,192203886,156434931,121969238,750,725,652,605,504
93286,20212667,9988854,11644514,9231038,2895144,26,12,10,6,2
93287,8735892,7164109,6675687,6088052,667761,9,7,6,6,3
93291,43961075,11196320,8891252,2177411,787462,66,20,39,7,3
93292,20885952,5284160,4386130,3514268,1444394,36,13,18,10,5
93301,38190674,21551311,10420383,8189228,9510232,61,30,26,31,37
93304,107255835,51741282,31564542,32924163,29352083,239,146,149,166,170
93305,105136948,40930539,31268351,30534307,27337407,214,127,141,148,146
93306,134735385,36227004,19831594,18299980,17983475,249,93,78,81,87
93307,158000310,77147818,53844838,56290786,50580701,370,233,257,285,286
93308,144577512,53055305,21085106,18498639,17104610,248,97,80,91,102
93309,67855409,14746201,8719896,9409909,7820395,99,38,29,31,36
93311,29418237,7677567,3678401,3148712,1967629,34,12,8,6,4
93312,47140400,14164003,7563323,7652048,3537620,65,22,15,17,10
93313,46671627,17098537,7349400,7656195,5372777,87,35,28,32,30
93314,30747589,9224980,6740369,8260908,4185653,36,20,14,19,15
93401,280419381,161369640,100181800,70236255,51722816,230,123,78,63,51
93402,92994078,59973643,34692374,22658865,11622549,86,49,32,22,11
93405,212612593,112105659,58978426,54108472,27832545,204,92,49,57,35
93420,336975956,214776877,126528176,76013377,38443260,312,206,139,91,60
93422,542213359,266247458,157923515,79686207,54159033,525,261,177,107,85
93424,98586279,46831094,23535434,0,0,102,53,22,0,0
93426,314153451,262473812,239881912,179604831,142754205,348,304,297,250,219
93427,103525424,64394285,57949931,25718513,2366863,66,39,39,12,2
93428,271544055,183625351,125886346,68969732,37973269,239,170,129,77,50
93429,2774960,2325612,2262500,2070000,1500000,3,2,2,1,1
93430,40575448,22198316,16390710,12111041,8556302,36,27,23,15,12
93432,62428051,47505962,42402179,37200531,16379711,72,58,49,50,30
93433,7436709,5592779,1384342,319634,305316,12,3,3,1,1
93434,10073474,4097207,3902322,3846487,4223356,10,6,5,6,7
93435,1512200,2915000,1500000,1500000,1500000,1,2,1,1,1
93436,276183334,148723200,91704340,63540324,23989185,265,149,96,79,30
93437,0,1218750,1218750,0,0,NA,NA,NA,NA,NA
93440,53163928,46232215,28925593,18936201,7581970,41,28,14,12,4
93441,92962835,94317993,85367252,39353622,11210862,48,47,50,43,21
93442,37316615,20100997,14168219,6362984,4363750,48,23,17,6,5
93444,63254146,34674478,26117570,19267159,9528187,72,33,23,23,16
93445,12607465,4124318,616000,616000,805930,8,1,0,0,1
93446,483165632,292940822,190342203,96195474,59532784,513,317,197,126,98
93449,143112458,54082520,27282571,13858916,11462367,124,28,13,9,11
93450,9969048,8906746,6686290,7974445,0,7,7,5,7,0
93451,64049780,44507187,34099171,19264234,8593947,68,48,38,22,12
93452,38272075,19303778,17966300,9413825,7366852,12,13,12,7,7
93453,111320326,103820648,84133084,68258533,40302710,163,144,114,110,74
93454,106344967,69343709,55305678,32840843,24117194,100,73,64,48,35
93455,107513978,48014880,22252834,11914174,2758018,116,39,15,9,6
93458,36069430,4850000,2797905,2707173,2631744,44,0,2,2,2
93460,340476771,293329437,223025521,114299716,57581379,157,143,116,72,36
93461,3224335,3088862,2933005,2769664,853437,3,3,3,3,2
93463,179438629,101208728,49316084,26824450,8330352,97,47,21,15,7
93465,116574196,76668324,47092450,22565533,7615873,111,61,37,20,9
93501,30573806,12459468,9082297,8412159,7286785,53,19,17,19,17
93505,45425347,12241803,5310111,4786925,4958490,90,37,23,23,27
93510,686300020,365997906,218099281,123622683,89601202,761,437,305,199,159
93512,1602700,1733713,1478242,1362896,1290515,3,3,3,3,3
93513,9808245,4034563,461998,494540,788577,17,8,2,3,4
93514,127030378,53654552,25783275,14068849,9910997,130,49,30,21,19
93516,9092456,801912,3342243,1376446,1217571,21,3,8,6,6
93517,75331217,50322403,28142637,16408462,9997105,92,65,42,35,26
93518,90450812,74579017,49021513,36892739,18693821,212,169,118,96,66
93523,5937461,2045411,931213,756587,1088682,14,6,3,3,5
93526,2753700,1175029,1289267,1885723,738352,6,4,4,4,2
93527,20385881,10392831,9240258,6468621,5542924,50,28,27,23,22
93528,1214517,756517,711975,676753,410259,5,4,4,4,3
93529,268522177,213899771,154341736,106801248,89713435,232,196,164,140,130
93531,102103145,68268731,59046469,67700185,52111623,107,80,78,86,71
93532,325707474,247389387,197392774,140385565,86699153,511,429,377,288,210
93534,119444566,51274695,25346171,26889321,21994538,155,78,51,54,59
93535,233824042,86451620,56153082,51112821,39893102,386,180,135,139,125
93536,241685689,92992892,55167098,50077009,39573261,284,143,106,107,97
93541,38812851,33078773,17669447,6473746,3893554,39,38,29,12,10
93543,108682778,52375270,25888305,23571220,23602814,181,99,56,55,57
93544,32311040,19477893,15460412,11102299,9750902,55,38,32,30,25
93545,15313600,8204883,7481121,5892941,3200714,24,16,15,14,9
93546,981870459,590039244,354713203,152615508,101058455,892,498,327,197,156
93549,1697700,0,0,0,0,3,0,0,0,0
93550,331233526,129183331,90661463,71864338,60102456,522,233,199,191,169
93551,690640031,334190435,197945215,144027163,100530032,744,421,279,228,180
93552,159248608,68028496,34850695,30075043,24840160,230,119,75,73,70
93553,44117732,22711314,8348180,7232854,5677336,71,40,20,18,16
93555,72067836,15675353,7364721,7497118,6351390,133,30,17,20,27
93558,1187114,0,0,0,0,1,0,0,0,0
93560,46366287,14140951,10434748,6283032,6223877,97,31,23,17,19
93561,1174649339,794421246,580780749,417692197,292318399,1594,1151,894,705,536
93562,6185613,3404206,2139337,2584526,2233894,10,3,2,5,4
93563,14394018,9578486,7419439,6434122,3161448,10,10,8,6,5
93591,33986794,15015856,8795868,7129849,7040551,62,37,25,22,24
93601,239921178,183764978,145581683,91819336,61904770,308,239,206,141,107
93602,368509825,318334478,289076560,246243349,231792677,519,497,479,457,473
93603,29030109,27349002,24802438,16458130,9890128,57,61,55,42,30
93604,513242521,414244248,342600307,182568852,114379839,490,416,379,251,171
93606,6397451,0,0,0,0,1,0,0,0,0
93608,220470,725746,370225,183930,358594,1,3,2,1,2
93609,5668652,3233133,3656271,2663053,2323428,9,6,6,5,4
93610,13397776,8055585,3689655,2466571,5364304,17,17,10,4,4
93611,13282394,4985344,3155149,2335115,2171682,13,4,3,4,4
93612,13542893,5270772,2037839,1245637,716613,21,5,5,3,2
93614,1044838425,751744826,572012205,330873870,220824103,1412,1022,831,539,395
93615,3915541,1951752,733469,1101457,663766,6,3,4,4,4
93616,1702673,579245,1000500,0,0,3,1,2,0,0
93618,6265127,2174362,2523526,1923904,678612,13,6,6,3,2
93619,297707393,188709832,105699293,44103870,33012895,296,195,112,66,50
93620,5884918,3188467,1492911,951180,3435000,7,5,3,2,1
93621,19001886,16946900,10793205,10420645,5717135,22,19,14,13,10
93622,25520448,8598989,3336379,1614419,1575902,42,11,7,8,8
93623,61155730,55073550,51232863,39104715,31356974,73,71,69,59,48
93624,574011,0,0,0,0,2,0,0,0,0
93625,3316477,434607,1458606,611550,357500,6,1,6,2,1
93626,151212928,83979013,60337143,32654172,22460782,160,86,70,48,40
93627,0,0,0,0,0,0,0,0,0,0
93628,78455863,69081171,46062421,31211809,23382599,111,99,72,58,49
93630,13808961,12922416,10449590,2966394,799408,20,14,12,8,3
93631,3534515,2806315,2325478,4099430,1412179,6,6,5,6,4
93633,42445244,37491833,31221214,16753276,12669084,77,68,61,52,42
93634,89238449,78433396,75490073,0,0,131,115,120,0,0
93635,15636008,7000657,8382180,1916705,1534228,16,10,6,6,5
93636,57812983,26584951,8744931,7687352,1358863,74,35,14,13,3
93637,29011847,12608397,10599919,5564858,2828284,37,17,14,10,9
93638,43923929,27508007,10961324,5380006,4624970,90,50,28,14,14
93640,30788578,2899963,1436607,2128495,1291323,70,11,8,12,6
93641,30793684,29841879,21356240,16733901,11596562,56,64,54,47,33
93643,429879433,402744953,355849244,281328680,237249614,609,598,564,507,428
93644,993620381,673190599,540522531,352499170,263711612,1350,986,866,626,466
93645,31162365,20151185,18917277,12265041,12136100,44,30,30,22,20
93646,4613258,3555252,4517538,3010109,2750584,14,13,16,13,14
93647,11534766,6275663,5410886,3961899,1976708,25,13,14,8,5
93648,1225750,0,0,0,341900,3,0,0,0,1
93650,5774142,556503,657526,487293,1078044,21,3,4,3,6
93651,132872081,88814845,61426667,54358093,39125958,149,120,80,80,61
93652,0,0,84788,79980,76200,0,0,1,1,1
93653,61676734,50161141,40746192,33424344,15429499,99,76,64,57,28
93654,22306212,10437870,8340311,4200176,3496995,32,14,14,6,8
93656,4894568,2896671,2464156,2827007,2426595,4,2,1,2,1
93657,61103327,39868595,22694808,13841588,8344903,73,48,35,27,22
93660,2471473,1512166,154072,141610,132099,7,5,1,1,1
93662,9961546,3302355,2542663,1921502,1893501,28,8,11,2,2
93664,1413429431,1266299010,1120349435,1058521786,806399204,1352,1308,1257,1321,1127
93667,165135447,154232263,115889930,81275636,56366776,264,259,198,160,118
93668,570200,204700,204700,204700,204700,3,1,1,1,1
93669,74078276,72966075,66873275,58057181,46428329,109,111,110,101,85
93675,169469026,134917749,75629709,28417403,12794792,343,256,161,64,38
93701,17674164,8301007,6350683,5574441,5223775,28,21,25,19,20
93702,40929377,23852741,18022269,14434619,15135205,105,70,91,71,79
93703,21604439,7605666,6854773,3456983,4583166,35,16,22,14,19
93704,14870003,5444545,5715577,6002648,4188214,23,14,15,14,16
93705,14339363,3398566,2617206,3252066,2937144,30,10,10,9,11
93706,51334156,24771051,16971414,11240618,12387464,98,65,68,56,63
93710,16728103,2627582,685765,944233,968466,11,5,3,3,4
93711,41653130,10059227,8571096,4246808,2989203,18,11,9,7,6
93720,17645631,2736750,171748,1086030,1408349,20,1,1,4,5
93721,43618838,11890668,7257509,985940,935056,7,6,7,5,5
93722,44454376,23929196,8351188,6844851,6718289,52,26,21,20,26
93723,6713663,9382261,2849829,3746877,3127590,10,10,9,11,12
93725,29255879,23142039,15947661,9552783,7502866,45,37,30,26,24
93726,33469196,11717744,4554060,4193591,2397913,24,3,5,5,10
93727,45164404,9393016,5950094,4823840,3973378,50,19,16,15,15
93728,27429044,11214336,13977642,11615996,7464602,46,28,35,30,33
93730,6808766,417885,958549,888836,1465625,8,1,2,2,2
93737,27609298,3227239,3139535,2504540,537690,7,2,2,3,1
93901,27711817,9166287,2932236,3206618,6894795,13,4,4,5,4
93905,11418250,4255020,2465359,1730446,1687356,22,6,3,3,3
93906,59575145,4446563,1379092,1328211,1978076,21,4,2,2,3
93907,484076943,355549114,229383321,81036614,51211194,499,386,280,126,94
93908,644197918,446227171,349707403,221104555,151115213,405,308,252,197,156
93920,232018511,195425776,154985940,112290359,70483748,120,116,108,96,70
93923,1763120761,1149993169,927628100,616034228,353238932,1016,733,651,522,339
93924,1193782683,872478573,732989977,511376913,401630277,711,563,517,412,356
93925,28162472,24499624,18386687,7046555,1167500,18,18,15,9,3
93926,4503844,4152772,4169825,2823850,1472174,6,6,7,5,3
93927,54875991,51442213,46945842,17851853,11553491,72,71,60,35,24
93930,99272784,40459123,31841746,17657789,8273640,129,43,40,27,17
93932,5377564,4413643,5094279,4959425,1395514,12,10,10,9,2
93933,37686939,12378370,5315792,702562,1349605,50,22,1,1,3
93940,713124577,431995856,297562339,185983100,109615202,303,221,173,121,81
93950,32454562,6213870,2061971,470910,1256510,16,6,2,1,2
93953,227317503,123681592,104805881,59036644,33538234,117,70,59,39,27
93954,3348632,0,0,0,0,3,0,0,0,0
93955,11515967,4712628,1568100,0,0,22,6,2,0,0
93960,26919847,26295257,19228946,8408896,3928620,23,24,18,11,5
93962,1578000,0,0,0,0,2,0,0,0,0
94002,92837156,23913702,14581294,8141213,6015599,55,18,13,9,7
94005,30767474,17761915,14900533,5601203,3763164,25,16,13,5,4
94010,438410303,176030311,93682717,51935081,34990373,190,79,50,31,28
94014,80612972,18709952,7833798,7025449,5190493,81,22,11,12,7
94015,30363776,15344950,7420794,6747001,5726059,32,17,9,9,8
94018,16675743,0,0,0,0,14,0,0,0,0
94019,161294166,104429378,64065274,55343702,28191311,117,82,57,50,27
94020,115444191,99900242,78395337,50793024,32270517,101,92,81,59,45
94021,27741117,22069976,17930297,12197843,2320297,27,26,24,16,7
94022,542505497,224615223,159054423,85485710,53205312,243,109,83,49,40
94024,344113480,178133184,121058844,69663975,31429333,155,90,64,45,28
94025,88396439,25921109,14792747,10179401,5197443,45,17,11,9,8
94027,98440185,32934799,10308805,19621297,6912641,39,15,5,9,5
94028,451594653,229104624,131581213,95726317,57538736,221,120,72,57,44
94030,84098574,25918824,5551180,4216625,3093280,56,17,6,5,3
94037,28466582,22957238,12823117,9926075,4183516,21,13,11,9,6
94038,11005636,5604339,3480192,1311698,1505344,13,9,3,1,2
94040,49463809,6307522,1554996,1387842,1314576,10,4,3,3,3
94041,9497934,3760000,0,0,0,4,0,0,0,0
94043,11992064,1599859,535570,452384,424896,10,3,1,1,1
94044,236718736,110180949,76190588,62972812,43743658,212,107,85,73,57
94060,114553056,94394749,74148065,47258095,23412556,97,95,82,58,37
94061,42665162,6631623,2474336,450000,0,32,7,3,1,0
94062,724986110,493317179,315682583,151414992,88517363,369,266,185,112,80
94063,17432933,9149916,4565516,3616626,3108362,16,10,6,8,7
94065,2595775,159350,0,0,0,2,1,0,0,0
94066,95577595,13692883,2426087,1815670,3445100,74,13,4,4,5
94070,142757659,67705364,23134429,15839328,8913391,87,46,22,16,9
94074,25819261,21135197,13467140,8596083,10581610,22,20,13,8,10
94080,79640099,24525111,10722240,3325640,2588000,41,10,4,2,2
94085,9806700,252500,468800,0,0,7,1,1,0,0
94086,20897730,7012346,1512272,1868977,1324861,13,5,3,4,3
94087,17774725,6175182,2476779,2150119,1449222,11,3,2,1,2
94089,24589337,1132150,0,0,0,15,2,0,0,0
94102,182010845,118116757,73468746,66479942,45299359,9,6,5,7,5
94103,177779154,99265353,58131480,43950632,40447655,20,11,9,9,12
94105,8385045,5161250,1725000,1725000,0,9,3,1,1,0
94107,29460219,16195204,8491132,7923184,7334988,16,9,10,8,10
94108,50539824,21605254,9882680,6550507,3886802,4,1,1,1,1
94109,182059247,67906900,35706030,27459738,37212867,26,11,8,7,8
94110,224421921,97864694,76193445,68903976,68301584,108,48,52,61,65
94111,1134300,155000,2780000,155000,0,2,1,1,1,0
94112,187344277,32588602,21857953,23196869,18590260,165,32,26,32,32
94114,131263490,38423441,27114607,28146999,17872903,56,16,12,13,11
94115,75711585,41097091,16376688,17366093,17717966,31,18,10,11,11
94116,75311826,15154370,12137972,10015027,7818251,54,11,11,10,9
94117,136065549,78508584,47761400,48869508,41518758,48,26,20,24,26
94118,137662987,37705777,30487855,20237270,15618788,56,19,19,17,15
94121,113279687,22241764,14993839,13656868,5580338,60,15,12,11,9
94122,123809421,22721460,10340060,12688490,12388726,81,21,15,17,19
94123,113971313,41657455,36803321,15691348,15221164,39,17,15,11,11
94124,88979402,30222401,20941818,19456081,19125288,62,35,32,32,36
94127,91443518,8367047,4182896,3996603,5227473,51,6,4,4,6
94128,0,965000,0,0,0,0,1,0,0,0
94129,0,0,0,0,0,0,0,0,0,0
94130,1043405,966116,894552,824472,764816,1,1,1,1,1
94131,83069945,28455528,14131436,15610551,17077048,55,19,13,14,17
94132,31414719,6579873,7586603,6080020,2641967,31,8,9,9,6
94133,70066595,37621065,19609265,12867065,16909051,24,15,15,14,14
94134,75258571,8631920,8305836,9922031,9383413,66,14,14,17,18
94158,3589450,2666508,2770321,1055607,2646813,5,5,5,3,6
94301,52417891,19577772,13482270,10230288,5439986,29,12,9,9,5
94303,41059381,9115062,11570043,12565794,8741743,29,13,16,21,18
94304,27988846,10616248,7361413,7254571,1681800,11,6,5,5,2
94305,17050089,8100686,4976006,1883600,2829700,7,3,2,1,2
94306,31690662,7185190,885499,1635487,1249330,21,5,1,2,2
94401,56133318,16811039,7135810,7285926,8818772,26,7,5,6,6
94402,111572727,35232044,15574173,8312733,3211797,63,23,13,8,4
94403,38014254,13383870,2104150,630200,365000,26,14,1,0,0
94404,8916353,3570994,1618022,947500,996022,10,3,2,1,2
94501,124941175,65754416,53269731,47513971,43343917,104,78,75,80,80
94502,6880050,481983,470279,165000,165000,7,2,2,1,1
94503,37591120,11040230,10111000,6000882,1989000,29,2,0,1,1
94505,27489684,6510250,2772150,1232259,1179200,21,4,3,2,2
94506,1226146776,271241018,91710759,58679794,57589580,579,137,53,40,41
94507,942048747,223283430,103349526,61983966,36187442,415,110,59,39,26
94508,496546514,395705663,297920837,120703395,66077552,278,223,172,87,57
94509,86349328,31834701,13658621,13528745,12360414,78,30,32,37,35
94510,60294786,17079848,6672380,4987882,3306542,49,8,4,4,3
94511,22843800,17679843,12221418,0,0,37,29,26,0,0
94512,440500,452296,417803,358308,269000,1,1,1,1,1
94513,97758039,27197487,12684445,6911852,9949214,80,32,21,17,27
94514,4693135,1179677,2795743,2564611,2286765,6,3,4,4,4
94515,859567621,640508725,454804719,245517966,112825369,415,309,232,134,83
94517,229033567,84644525,46778832,6570314,3473576,158,55,31,7,6
94518,24269155,10056215,7568341,5292231,4948494,28,12,9,7,7
94519,9158002,3896212,4726979,4390307,4155108,11,6,7,7,7
94520,30839242,3961752,1605738,4173192,1420213,25,7,4,5,5
94521,62326011,18836788,5508677,2640780,1959650,56,17,5,6,5
94523,108338029,17216075,6985592,7147153,7365927,88,19,10,11,12
94525,58587054,19511327,6898826,9217356,6430698,48,16,8,12,9
94526,572036324,92962908,51012686,21171549,14869864,301,53,29,15,12
94528,133313892,30575169,16676356,11660000,7721000,52,13,7,4,3
94530,334730647,61805037,33620800,26481499,13379204,207,49,30,27,19
94531,69619593,10420265,4023721,4644924,4481448,55,10,5,6,8
94533,67289567,22324247,9028888,11329024,9353874,55,20,6,6,12
94534,335384607,162728584,61276803,23595780,16858175,213,94,41,21,15
94536,55209190,20667624,8123808,7051823,5085256,59,19,11,9,10
94538,71479544,18006385,2406677,1358996,1004964,24,10,6,5,4
94539,82376473,29769162,15629261,3712311,4096084,59,17,8,3,4
94541,112116416,36515350,34897320,29681175,23660794,115,74,66,63,73
94542,204488649,52857609,34908333,28540530,14825692,122,42,30,30,21
94544,64048607,8395226,5942361,5155708,5173433,70,19,14,16,18
94545,25661219,6728891,3839754,5544735,6657195,29,16,12,17,21
94546,139905536,33822630,13926999,13911934,10754201,121,35,16,18,19
94547,55408024,6564453,2174690,1032366,953327,52,8,3,2,2
94548,785000,65000,0,0,0,NA,NA,NA,NA,NA
94549,1871932446,443907297,230315946,168359620,68688144,927,254,144,114,59
94550,66344316,48657670,29554408,16214824,12721208,50,41,33,27,27
94551,160120729,31305722,11659902,5334740,4612847,127,27,15,13,13
94552,440294200,195678048,120499314,71017122,49712778,290,144,105,75,61
94553,402269248,97996411,39157894,23403285,14994931,292,80,44,42,40
94555,14599287,2069814,1154945,1307357,946270,21,4,3,3,3
94556,522671241,84980822,33311974,26843796,14056073,284,51,24,21,14
94558,1230688886,918769086,659183522,302297670,166672696,705,498,380,215,163
94559,127285344,73399754,56228323,20535935,7039345,60,35,27,13,6
94560,8034584,1352944,2118128,1813772,2200791,14,6,7,8,10
94561,30229666,16103977,14261202,16887323,14907943,48,41,41,60,60
94563,2336131573,536647616,347392013,207185521,99290732,1191,340,232,157,96
94564,70286069,14833270,3227046,3948224,3213603,70,15,4,5,6
94565,100425943,34060463,18107253,23847143,22679225,125,51,43,62,64
94566,375143595,53545555,21047835,11820533,10698579,189,28,14,10,9
94567,150144001,146765777,132846823,88194665,64487150,142,150,140,112,94
94568,131992902,22300854,8621366,4991591,1151468,99,15,7,5,2
94569,10223518,6750312,3636007,656794,909159,11,7,2,1,2
94571,11146752,1718686,923616,300497,712244,10,2,1,1,2
94572,12821129,6384374,4944167,7617163,7236034,15,9,8,11,11
94574,1217446703,1034490973,725659557,355617117,159225618,483,414,296,171,100
94576,36805352,28455005,26966226,13439225,10957483,18,15,15,13,12
94577,80709807,13423594,8455554,11957877,7737925,84,20,18,28,25
94578,33333000,5842195,7103907,5166994,4132542,37,10,9,14,12
94579,13317455,711601,661396,772874,915923,23,2,2,3,4
94580,11185859,2491044,3151040,2737906,2428037,15,6,7,7,7
94582,63900614,16723264,0,1362812,2295756,45,11,0,1,2
94583,304400300,105773816,52801910,34989462,13312329,182,64,35,28,13
94585,22528460,13012340,5938858,4682176,4779917,25,16,9,8,11
94586,99931501,49804561,39273595,22591151,18503524,74,47,39,27,28
94587,43663448,5380456,3127713,4631330,4083549,53,7,5,8,8
94588,246181326,76111261,43242037,12438868,5853350,130,38,21,8,5
94589,22908680,14020444,4534565,4897373,3524599,28,15,11,12,11
94590,57704841,43677790,19904246,18364477,17686527,68,50,38,37,38
94591,67768628,32317547,13432995,11180748,10721043,72,35,27,28,26
94592,4905460,0,0,0,0,4,0,0,0,0
94595,112071078,43766149,29294513,21637739,6126604,128,41,25,21,9
94596,73925284,17304691,11784865,12444263,6903254,50,10,9,10,9
94597,83187995,22884301,14380805,12668717,12848285,69,20,13,11,11
94598,79569783,33625748,12026875,13907671,12090438,46,21,9,12,14
94599,39616526,36398554,31634005,18035940,10700000,22,10,6,2,1
94601,278444403,90935874,69208611,66187619,62356362,186,132,131,136,151
94602,214431585,82553843,68783906,53998956,27870400,166,75,69,67,49
94603,46313420,33232753,31426395,30360050,32050326,77,67,71,78,88
94605,374205635,181529984,131676737,108152684,68754332,327,187,159,154,121
94606,144048577,42838192,38278119,32678105,31014020,110,54,61,61,69
94607,102616845,53521025,38235643,37724073,32768063,76,66,60,67,77
94608,116344411,55980064,42624152,37662772,39163812,92,70,63,66,83
94609,95220796,41561025,26107558,25357845,23672243,70,43,39,43,46
94610,122015659,40704563,24136769,11026773,11701877,58,23,15,13,15
94611,2840356879,1777098336,1420562713,966437846,583318285,1666,1168,1001,791,547
94612,73688964,21313841,15205668,10321178,10836209,21,17,14,15,17
94618,232683548,23899502,10711441,9879746,10580138,112,19,11,12,13
94619,354206367,169685559,115020089,84305119,68572226,224,124,98,85,88
94621,121592073,47119366,36371385,35859092,35007134,141,94,95,100,107
94702,57228613,25894612,15410514,11317488,8094352,49,19,17,18,18
94703,97870513,34248394,16413647,15532606,16098745,77,37,27,27,28
94704,125282609,54734254,38312263,27519527,17597761,67,33,22,19,15
94705,561841007,196263629,179865064,111078330,63209489,258,108,98,69,46
94706,45014498,9945036,4376099,6285093,2355472,46,13,7,9,6
94707,418295483,40371069,24190412,18025814,9956381,222,28,22,18,14
94708,692642197,272025543,201447974,128819199,70154333,386,181,140,106,70
94709,63135967,17008310,13156208,11994718,10940480,35,16,15,14,16
94710,33135114,18008432,13133622,12991077,12482784,27,25,23,25,26
94720,5000,0,0,0,0,1,0,0,0,0
94801,84755792,40737229,36331193,34964569,30663352,98,70,68,80,76
94803,285337478,75137158,42687320,22052261,15161400,248,78,48,35,33
94804,82262026,34247149,23958207,28445368,22570113,101,54,46,55,51
94805,88206139,32135907,14241977,14862369,8851676,91,41,23,25,19
94806,81963492,31245076,27878680,23515602,24131202,105,61,59,58,64
94901,288659208,88933000,29799848,30619270,15468924,158,60,25,23,17
94903,173716467,41385070,36140409,8081652,8650218,124,25,16,6,6
94904,206293388,89495527,56859323,44258664,14224511,86,42,32,33,14
94920,122031835,48394542,27978399,23318751,18240776,50,23,14,16,12
94922,27892463,21319642,23186367,100000,0,15,11,11,0,0
94923,62323775,34994119,25638215,14871151,12434188,48,31,24,16,16
94924,28645088,20904040,16585209,4419387,1337037,21,15,9,4,4
94925,166229290,84260571,44076196,25464788,12934121,85,41,30,21,14
94928,21416049,4774145,3161763,1236500,919200,38,4,3,1,1
94929,19205409,7272717,3454788,2048712,2900196,15,6,4,3,4
94930,275498154,114741697,72743008,37572930,22994915,179,89,56,36,25
94931,12796287,3530140,185000,0,880000,15,4,1,0,4
94933,54264310,49767112,28939828,19610186,12351743,49,46,29,24,19
94937,388449766,346067696,264227477,192931745,129370700,270,252,207,173,132
94938,57078045,31386050,24757284,17230683,8645081,43,26,22,16,9
94939,161812568,55671802,34570623,17602144,12058750,86,34,25,14,10
94940,24898161,17253013,12265191,6550977,5998576,18,14,11,8,8
94941,1011563974,471670194,354640785,292069477,215680851,565,313,254,222,177
94945,181497529,69456898,33451346,18572770,2085617,110,41,22,16,3
94946,74892895,65948154,49165531,17100739,10213497,38,37,31,13,9
94947,204775958,46920523,24231537,7079254,10069882,124,36,18,6,6
94949,135222102,37200997,27770172,16057437,8689178,101,25,19,10,3
94951,76292498,46475881,26824310,13631896,3245767,54,29,14,8,4
94952,165194775,91584604,55730210,11723198,11974758,125,76,43,15,17
94954,79931039,38296585,19636517,4493250,2992800,64,24,18,3,1
94956,72338703,60595374,37441596,30134852,14706351,51,48,35,25,14
94957,72590215,27168943,11547186,9595200,761215,29,12,5,6,1
94960,203193356,70992983,22975852,19009619,11517397,127,44,20,15,10
94963,21887163,8161962,6083731,3377680,1962900,18,8,7,5,3
94965,470359371,339121702,302250276,258321649,200114929,331,299,300,299,277
94970,64500771,33815909,13450230,7642555,1364975,31,16,10,6,2
94971,7851116,6305719,11988000,7317000,0,3,3,3,2,0
94972,0,1110000,0,0,0,0,1,0,0,0
94973,69584127,70484304,35221285,26475354,20648687,52,54,34,28,23
95002,3719816,2542155,2392539,2962957,2290820,4,5,5,7,6
95003,850998355,332920955,229104240,193452054,61073318,618,277,200,192,69
95004,95508823,46081858,24745361,15028135,7123951,102,54,30,21,11
95005,749354347,378762589,228077025,121779220,72842445,677,374,248,147,103
95006,1168132855,732796032,469139384,213166092,120320504,1153,841,581,309,225
95007,115173563,0,0,0,0,109,0,0,0,0
95008,19402191,3855016,1621106,2079336,1549017,16,6,2,2,1
95010,9384773,2985774,849268,156000,1160000,12,3,1,1,1
95012,21761761,16872398,8715163,3396925,3375967,28,20,11,7,7
95013,2668198,0,710100,0,0,2,0,1,0,0
95014,231458972,89682777,138283660,38859993,15448076,119,51,74,29,19
95017,29611551,24853435,13839692,6027208,9583117,22,19,15,10,16
95018,969608858,488146754,331436288,176421890,111742625,944,579,426,263,191
95019,3623756,0,0,0,0,5,0,0,0,0
95020,356364293,143164930,88451229,46725410,28525521,221,98,64,45,25
95023,130047083,58568066,47577606,33069748,16237693,99,46,39,47,25
95030,877787768,503852126,384337892,313907063,110988868,430,279,221,198,95
95032,413504707,188879428,122763862,94500795,50184549,185,94,64,53,40
95033,1736986918,826486784,634979209,424636722,327451965,1180,666,562,423,374
95035,49488072,8744486,6732015,8031639,2726686,49,6,5,4,3
95037,531334839,306545371,193663547,128260158,90592049,395,239,166,139,111
95039,2856250,605000,366095,342500,0,4,1,1,1,0
95041,74084375,0,0,0,0,73,0,0,0,0
95043,56569449,51885323,37361784,21391779,9279009,52,54,39,27,13
95045,64686900,31645402,26675970,19472956,12677195,53,30,27,24,16
95046,73345035,44097585,16731985,5533600,3000000,43,24,5,4,1
95050,21319140,3492197,1472517,2179392,2060078,15,4,2,4,4
95051,22067091,4140297,1143405,836470,810430,14,4,2,2,2
95054,8422250,6721000,406350,0,1134900,4,1,1,0,1
95060,1260340120,513374392,310817876,165298316,116986701,826,392,263,160,132
