ZIP,exposure_Sep24,exposure_Sep23,exposure_Sep22,exposure_Sep21,exposure_Sep20,policies_Sep24,policies_Sep23,policies_Sep22,policies_Sep21,policies_Sep20
96006,3953832,5259949,1743686,1189292,373670,5,8,4,2,1
96007,349038917,198401243,93780451,56371472,31152354,623,317,164,116,77
96008,85978961,53028694,36822926,30369703,18845842,133,84,66,57,40
96009,2194259,0,0,0,0,6,0,0,0,0
96010,13959066,10077798,9610535,8164151,5958809,20,13,16,16,13
96013,135595284,85563443,44407338,33541279,21812525,238,134,77,61,38
96014,13650555,9867122,3423932,3294761,2226352,27,17,10,9,7
96015,13207631,6161551,5482145,1247200,0,15,9,7,2,0
96016,45035682,27236194,20668736,12029205,7278099,63,28,18,14,10
96017,25970479,27227559,15988753,13008474,10223378,39,42,30,25,20
96019,169800760,107424783,54489216,36869031,22265798,320,204,119,89,55
96020,329430945,254522891,153074972,139836599,89653513,287,229,152,162,126
96021,90826091,55240988,27847236,8765222,3931009,236,118,68,30,15
96022,368707764,253502199,141217529,95773020,72898719,606,414,251,195,153
96023,8163661,4722954,4233210,3795313,1518588,16,10,8,8,4
96024,86320550,68844875,54426584,52319482,38446437,142,122,106,105,81
96025,186818274,149595999,92268967,71049359,52645937,291,236,164,147,119
96027,72847345,40768874,22650949,21794686,9908919,136,92,62,58,29
96028,56632538,40023584,21163378,7384553,4717507,76,41,22,11,7
96031,2915881,5450334,5290053,5252990,4003693,6,7,7,7,8
96032,85150281,61362064,39447102,33845647,22417809,129,92,73,62,52
96033,21339436,12509282,6377736,4774683,2737951,40,27,15,10,7
96034,4929515,4221829,3722654,2793293,1936379,6,8,7,6,5
96035,7236647,386181,1290250,0,0,13,1,1,0,0
96038,7208330,1107337,631184,67450,65000,15,3,2,1,1
96039,41559059,30070591,22156985,18800282,19118023,78,65,58,50,50
96040,15064159,8873089,4513597,3217611,3254508,27,15,7,5,5
96041,62422416,53739524,44938685,42371779,30820988,115,97,89,88,67
96044,22531975,14545904,7874569,6333766,4362933,46,33,19,16,10
96046,6443902,8693776,9098780,9971146,5377750,11,19,20,30,13
96047,52791618,38391229,22598557,21097731,11550678,87,57,33,37,23
96048,32402878,24189394,19899215,20962558,15587737,58,48,39,41,33
96050,14347489,12481002,13137718,13577227,11668337,29,26,34,32,29
96051,164674852,134303531,86226636,75699489,58102876,249,208,154,142,116
96052,106306984,88448826,70615820,60493397,52051688,193,165,137,130,114
96054,5463101,2410721,1911980,1504724,665500,8,7,6,5,2
96055,11538308,3982869,845262,1241308,114800,27,7,2,3,1
96056,31675655,35223861,9891597,8031332,3042789,51,55,18,14,6
96057,136014445,87068107,59513005,45196173,33074516,156,119,87,84,67
96058,13272996,7919866,3952003,3132341,1123311,16,12,10,10,5
96059,45594860,27882834,21535629,16338975,14271458,77,47,39,30,26
96061,41368006,35367732,25226203,18424907,15508260,91,86,64,53,52
96062,46206452,31895186,22961570,19890439,14056158,52,38,25,22,16
96063,40682985,28686924,23745991,17610966,8145781,76,62,55,46,25
96064,77165625,41703893,29516676,10644759,5353053,117,66,48,26,15
96065,51897249,42177285,36294250,31088033,20950385,95,74,67,59,40
96067,540051728,161120847,99911236,62712840,49282164,561,178,115,87,68
96069,55392271,42866574,31254591,28761176,24097161,90,71,55,55,48
96071,31637628,27881543,22511920,19784564,13197920,66,51,44,38,27
96073,108622205,82975297,56222931,40538098,31697868,109,76,51,38,34
96075,16744801,12697351,8837735,8002499,5227024,37,29,27,27,18
96076,8647011,9352715,8131469,6480968,3953356,12,12,10,13,11
96080,234845433,166010455,86188596,74933757,48943846,372,225,135,127,101
96085,5852611,4896295,5022762,5540627,3355041,10,10,11,13,9
96086,13221807,12526290,11505404,8414091,7962054,26,26,25,22,20
96087,41707757,19487035,13436204,5829275,2132482,54,30,20,10,4
96088,517096556,408039176,247828933,200923111,147790494,817,693,418,380,293
96089,2636213,0,0,0,0,8,0,0,0,0
96091,152349968,108110310,95767870,86155924,71016855,218,166,160,166,142
96093,101534269,71197521,37387136,28296133,15135951,159,108,63,59,34
96094,243290342,102068816,47683885,26405568,15346771,311,128,73,50,34
96096,78616006,55979945,44669256,48882839,33845823,96,78,56,68,48
96097,190340830,85648036,52579295,26494295,19978088,304,119,82,63,46
96101,52935221,17061951,12561831,6478824,4339601,93,33,23,16,13
96103,423565099,330579622,227200272,180344779,132186084,530,423,308,264,218
96104,7281287,3984833,768746,698120,1210539,15,9,3,3,3
96105,30518864,20004530,15129594,11786942,9211745,39,28,23,22,16
96106,133514078,120104673,86675934,57684710,45221150,111,100,80,68,58
96107,16233717,10219461,6913021,1198093,1216391,31,20,16,4,5
96108,5709918,1718563,279820,80625,75000,10,4,2,1,1
96109,11359295,9356352,9576250,4456226,1471266,23,13,14,8,5
96110,1250809,0,0,0,0,4,0,0,0,0
96111,21911025,19932562,15042398,13623570,12941044,25,25,23,22,21
96112,4721385,2942988,2827073,687000,275000,7,3,3,2,1
96113,3356387,1685285,0,0,0,14,5,0,0,0
96114,150693207,66920361,36608492,22102699,18700199,225,102,63,45,39
96115,8045521,2060448,0,0,0,12,2,0,0,0
96116,5144431,2369575,419550,0,0,7,1,1,0,0
96117,2574405,0,0,37500,0,5,0,0,1,0
96118,48247040,26662578,16751229,10766037,10596434,67,34,23,17,18
96119,171320,1045857,1036022,943241,331923,1,2,4,3,1
96120,166235239,139143585,105778744,78919011,59786513,179,162,137,115,99
96121,12757556,5975074,4946974,3904671,2240027,22,11,7,5,3
96122,435996018,320523034,202358370,163514455,117598880,511,383,263,229,181
96123,0,0,0,0,695765,0,0,0,0,1
96124,59892055,41803480,32924082,23812529,17631413,84,62,55,45,29
96125,123098044,97984271,78294058,59132002,38817507,150,134,115,96,77
96126,41488164,27299165,13280709,10166416,3961724,41,22,12,10,6
96128,2305190,2017000,1170480,0,0,5,4,2,0,0
96129,14448486,10228335,3983572,3351755,2066315,14,10,4,4,4
96130,308595111,119479411,55427940,38309038,25982905,444,192,96,80,57
96132,440150,192000,0,0,0,2,1,0,0,0
96133,1716750,1346784,678177,644200,0,5,2,1,1,0
96134,3752870,2686441,1511750,2224557,1032714,6,4,1,6,5
96136,471200,0,1167331,0,0,1,0,1,0,0
96137,876005888,735873938,495872879,406336480,281382730,926,813,610,542,425
96140,896411659,696875536,463324397,262613761,112024501,660,567,409,264,137
96141,777372607,453856707,247164429,170585624,92025561,494,318,203,155,104
96142,848976358,578229060,298375170,191110172,97762085,686,504,277,194,125
96143,609339801,480986047,385754654,267951072,154629648,549,460,397,318,199
96145,1881322975,1356405979,1091059198,874810309,448051627,1304,1033,904,805,481
96146,1388753745,1050933063,841917656,693874350,366504653,735,632,554,499,318
96148,555417335,425859202,268180029,173566935,83194850,423,342,228,169,90
96150,4783124758,3640070509,2512784011,1922491089,1232468649,4385,3633,2750,2344,1633
96161,8012298571,6279600125,4428551571,2834526212,1779570914,5332,4509,3401,2489,1809
97635,1928543,1294087,1294087,1294087,0,3,2,2,2,0
